record_id,docket_entry,attachment_number,filed_date_iso,docket_description,document_label,document_type,public_access_status,file_name,page_count_exact,size_bytes,sha256,sha1,md5,recap_pdf_url,internet_archive_url,courtlistener_document_url,pacer_pdf_url,pacer_price_usd
JPMLLOC-0114-002,JPML-114,2,2023-09-08,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney David J. Ko, counsel for Plaintiff King County -- Washington Western District Court (2:23-cv-01390) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Exhibit Complaint - W.D. Wash. 2:23-cv-01390) (Ko, David) Modified on 9/11/2023 (JC). ADDED PARTY TYPE (Entered: 09/08/2023)",Attachment 2,Proof of Service,LOCALLY_SUPPLIED,0114-002. (09-08-2023) Proof of Service.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0114-003,JPML-114,3,2023-09-08,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney David J. Ko, counsel for Plaintiff King County -- Washington Western District Court (2:23-cv-01390) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Exhibit Complaint - W.D. Wash. 2:23-cv-01390) (Ko, David) Modified on 9/11/2023 (JC). ADDED PARTY TYPE (Entered: 09/08/2023)",Attachment 3,Exhibit Complaint - W.D. Wash. 2-23-cv-01390) Modified on 9112023,LOCALLY_SUPPLIED,0114-003. (09-08-2023) (Exhibit Complaint - W.D. Wash. 2-23-cv-01390) Modified on 9112023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0115-001,JPML-115,1,2023-09-11,"SEE CORRECTED PLDG. 116ERRATA - to ( 114 in MDL No. 3080) - Filed by Plaintiff King County (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, WAW/2:23-cv-01390 (Ko, David) on 10/3/2023 (JC).ADDED NOTATION, ADDED PARAGRAPH BREAK (Entered: 09/11/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ WAW2-23-cv-01390 on 1032023,LOCALLY_SUPPLIED,0115-001. (09-11-2023) (Proof of Service) Associated Cases- MDL No. 3080_ WAW2-23-cv-01390 on 1032023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0116-001,JPML-116,1,2023-09-12,"ERRATA - to ( 114 in MDL No. 3080, 115 in MDL No. 3080) (1 in WAW/2:23-cv-01390) - Filed by Plaintiff King County (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, WAW/2:23-cv-01390 (Ko, David) Modified on 9/12/2023 (JC). ADDED MDL LINK (Entered: 09/12/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ WAW2-23-cv-01390 Modified on 9122023,LOCALLY_SUPPLIED,0116-001. (09-12-2023) (Proof of Service) Associated Cases- MDL No. 3080_ WAW2-23-cv-01390 Modified on 9122023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0119-001,JPML-119,1,2023-09-19,"JOINT RESPONSE IN OPPOSITION TO MOTION TO VACATE CTO (re: pldg. (21 in LAM/3:23-cv-00302, 106 in MDL No. 3080) ) (CTO-1) Filed by Defendants CVS Health Corporation, et al.Caremarkpcs Health, LLC, Express Scripts Administrators LLC, OPTUMRX, INC [Suppress List] (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Proof of Service) Associated Cases: MDL No. 3080, LAM/3:23-cv-00302 (Mainigi, Enu) Modified on 9/19/2023 (JC). EDITED EVENT TYPE, REMOVED DUPLICATES ATTACHMENT NAMES (Entered: 09/19/2023)",Attachment 1,Exhibit A,LOCALLY_SUPPLIED,0119-001. (09-19-2023) Exhibit A.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0119-002,JPML-119,2,2023-09-19,"JOINT RESPONSE IN OPPOSITION TO MOTION TO VACATE CTO (re: pldg. (21 in LAM/3:23-cv-00302, 106 in MDL No. 3080) ) (CTO-1) Filed by Defendants CVS Health Corporation, et al.Caremarkpcs Health, LLC, Express Scripts Administrators LLC, OPTUMRX, INC [Suppress List] (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Proof of Service) Associated Cases: MDL No. 3080, LAM/3:23-cv-00302 (Mainigi, Enu) Modified on 9/19/2023 (JC). EDITED EVENT TYPE, REMOVED DUPLICATES ATTACHMENT NAMES (Entered: 09/19/2023)",Attachment 2,Exhibit B,LOCALLY_SUPPLIED,0119-002. (09-19-2023) Exhibit B.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0119-003,JPML-119,3,2023-09-19,"JOINT RESPONSE IN OPPOSITION TO MOTION TO VACATE CTO (re: pldg. (21 in LAM/3:23-cv-00302, 106 in MDL No. 3080) ) (CTO-1) Filed by Defendants CVS Health Corporation, et al.Caremarkpcs Health, LLC, Express Scripts Administrators LLC, OPTUMRX, INC [Suppress List] (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Proof of Service) Associated Cases: MDL No. 3080, LAM/3:23-cv-00302 (Mainigi, Enu) Modified on 9/19/2023 (JC). EDITED EVENT TYPE, REMOVED DUPLICATES ATTACHMENT NAMES (Entered: 09/19/2023)",Attachment 3,Proof of Service) Associated Cases- MDL No. 3080_ LAM3-23-cv-00302 Modified on 9192023,LOCALLY_SUPPLIED,0119-003. (09-19-2023) (Proof of Service) Associated Cases- MDL No. 3080_ LAM3-23-cv-00302 Modified on 9192023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0121-003,JPML-121,3,2023-09-21,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Jason R. Scherr, counsel for Defendants Evernorth Health, Inc. (formerly Express Scripts Holding Company), Express Scripts, Inc., Express Scripts Administrators, LLC, Medco Health Solutions, Inc., ESI Mail Pharmacy Service, Inc., and Express Scripts Pharmacy, Inc. -- Ohio Northern District Court (1:23-cv-01740) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Exhibit A (Docket and Complaint - ND Ohio 1:23-cv-1740)) (Scherr, Jason) (Entered: 09/21/2023)",Attachment 3,Exhibit A (Docket and Complaint - ND Ohio 1-23-cv-1740,LOCALLY_SUPPLIED,0121-003. (09-21-2023) (Exhibit A (Docket and Complaint - ND Ohio 1-23-cv-1740)).pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0128-001,JPML-128,1,2023-10-03,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Jason R. Scherr, counsel for Defendants Evernorth Health, Inc. (formerly known as Express Scripts Holding Company), Express Scripts, Inc., Express Scripts Administrators, LLC, Medco Health Solutions, Inc., ESI Mail Pharmacy Service, Inc., and Express Scripts Pharmacy, Inc. -- Kentucky Eastern District Court (3:23-cv-00066) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Complaint KY 3:23-0066) (Scherr, Jason) Modified on 10/3/2023 (JC). ADDED PARTY TYPE, EDITED ATTACHMENT FILE NAME (Entered: 10/03/2023)",Attachment 1,Schedule of Actions,LOCALLY_SUPPLIED,0128-001. (10-03-2023) Schedule of Actions.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0128-003,JPML-128,3,2023-10-03,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Jason R. Scherr, counsel for Defendants Evernorth Health, Inc. (formerly known as Express Scripts Holding Company), Express Scripts, Inc., Express Scripts Administrators, LLC, Medco Health Solutions, Inc., ESI Mail Pharmacy Service, Inc., and Express Scripts Pharmacy, Inc. -- Kentucky Eastern District Court (3:23-cv-00066) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Complaint KY 3:23-0066) (Scherr, Jason) Modified on 10/3/2023 (JC). ADDED PARTY TYPE, EDITED ATTACHMENT FILE NAME (Entered: 10/03/2023)",Attachment 3,Complaint KY 3-23-0066) Modified on 1032023,LOCALLY_SUPPLIED,0128-003. (10-03-2023) (Complaint KY 3-23-0066) Modified on 1032023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0129-001,JPML-129,1,2023-10-03,"ERRATA - to ( 128 in MDL No. 3080) - Filed by Defendants ESI MAIL PHARMACY SERVICE, INC, et al.EXPRESS SCRIPTS ADMINISTRATORS, LLC;, EXPRESS SCRIPTS PHARMACY, INC, Evernorth Health, Inc., Express Scripts, Inc., MEDCO HEALTH SOLUTIONS, INC [Suppress List] (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, KYE/3:23-cv-00066 (Scherr, Jason) (Entered: 10/03/2023)",Attachment 1,Proof of Service,LOCALLY_SUPPLIED,0129-001. (10-03-2023) (Proof of Service).pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0130-001,JPML-130,1,2023-10-04,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Benjamin Widlanski, counsel for Plaintiff Pinellas County, Florida -- Florida Middle District Court (8:23-cv-02153) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Exhibit A - Complaint and Docket Sheet) (Widlanski, Benjamin) Modified on 10/6/2023 (DLD). ADDED PARTY TYPE (Entered: 10/04/2023)",Attachment 1,Schedule of Actions,LOCALLY_SUPPLIED,0130-001. (10-04-2023) Schedule of Actions.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0130-002,JPML-130,2,2023-10-04,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Benjamin Widlanski, counsel for Plaintiff Pinellas County, Florida -- Florida Middle District Court (8:23-cv-02153) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Exhibit A - Complaint and Docket Sheet) (Widlanski, Benjamin) Modified on 10/6/2023 (DLD). ADDED PARTY TYPE (Entered: 10/04/2023)",Attachment 2,Proof of Service,LOCALLY_SUPPLIED,0130-002. (10-04-2023) Proof of Service.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0134-001,JPML-134,1,2023-10-13,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Enu Mainigi, counsel for Defendants CaremarkPCS Health, L.L.C., and Caremark Puerto Rico, L.L.C. -- Puerto Rico District Court (3:23-cv-01515) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Complaint) (Mainigi, Enu) Modified on 10/17/2023 (JC). ADDED PARTY TYPE (Entered: 10/13/2023)",Attachment 1,Schedule of Actions,LOCALLY_SUPPLIED,0134-001. (10-13-2023) Schedule of Actions.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0134-002,JPML-134,2,2023-10-13,"NOTICE OF POTENTIAL TAG-ALONG -- 1 Action(s) -- Filed by attorney Enu Mainigi, counsel for Defendants CaremarkPCS Health, L.L.C., and Caremark Puerto Rico, L.L.C. -- Puerto Rico District Court (3:23-cv-01515) (Attachments: # 1 Schedule of Actions, # 2 Proof of Service, # 3 Complaint) (Mainigi, Enu) Modified on 10/17/2023 (JC). ADDED PARTY TYPE (Entered: 10/13/2023)",Attachment 2,Proof of Service,LOCALLY_SUPPLIED,0134-002. (10-13-2023) Proof of Service.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0141-001,JPML-141,1,2023-10-30,"NOTICE OF APPEARANCE FOR CTO-5 re: pldg. ( 137 in MDL No. 3080, 2 in PR/3:23-cv-01515) Filed by Jason Walker Burge on behalf of Plaintiffs Best Health Group, LLC, et al.Centro Medico Salinas, Inc., East Best Health, LLC, G.M.D.C. Inc., Grupo Medico de Cayey LLC, Instituto Medico Familiar Inc., Instituto Medico Familiar del Este Inc., Integrity Medical Group, Corp., LDG Medical Services Group, L.L.C., MENR Medical Services Corp., NRMD Health Provider LLC, Salud 2011, Inc. [Suppress List] (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) (Entered: 10/30/2023)",Attachment 1,Proof of Service,LOCALLY_SUPPLIED,0141-001. (10-30-2023) (Proof of Service).pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0144-001,JPML-144,1,2023-11-09,"MOTION TO VACATE CONDITIONAL TRANSFER ORDER WITH BRIEF IN SUPPORT (CTO-5) re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) Filed by Plaintiffs Best Health Group, LLC, et al.Centro Medico Salinas, Inc., East Best Health, LLC, G.M.D.C. Inc., Grupo Medico de Cayey LLC, Instituto Medico Familiar Inc., Instituto Medico Familiar del Este Inc., Integrity Medical Group, Corp., LDG Medical Services Group, L.L.C., MENR Medical Services Corp., NRMD Health Provider LLC, Salud 2011, Inc. [Suppress List] (Attachments: # 1 Memorandum, # 2 Schedule of Actions, # 3 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). MODIFIED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Memorandum,LOCALLY_SUPPLIED,0144-001. (11-09-2023) Memorandum.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0144-002,JPML-144,2,2023-11-09,"MOTION TO VACATE CONDITIONAL TRANSFER ORDER WITH BRIEF IN SUPPORT (CTO-5) re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) Filed by Plaintiffs Best Health Group, LLC, et al.Centro Medico Salinas, Inc., East Best Health, LLC, G.M.D.C. Inc., Grupo Medico de Cayey LLC, Instituto Medico Familiar Inc., Instituto Medico Familiar del Este Inc., Integrity Medical Group, Corp., LDG Medical Services Group, L.L.C., MENR Medical Services Corp., NRMD Health Provider LLC, Salud 2011, Inc. [Suppress List] (Attachments: # 1 Memorandum, # 2 Schedule of Actions, # 3 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). MODIFIED MDL LINK. (Entered: 11/09/2023)",Attachment 2,Schedule of Actions,LOCALLY_SUPPLIED,0144-002. (11-09-2023) Schedule of Actions.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0144-003,JPML-144,3,2023-11-09,"MOTION TO VACATE CONDITIONAL TRANSFER ORDER WITH BRIEF IN SUPPORT (CTO-5) re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) Filed by Plaintiffs Best Health Group, LLC, et al.Centro Medico Salinas, Inc., East Best Health, LLC, G.M.D.C. Inc., Grupo Medico de Cayey LLC, Instituto Medico Familiar Inc., Instituto Medico Familiar del Este Inc., Integrity Medical Group, Corp., LDG Medical Services Group, L.L.C., MENR Medical Services Corp., NRMD Health Provider LLC, Salud 2011, Inc. [Suppress List] (Attachments: # 1 Memorandum, # 2 Schedule of Actions, # 3 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). MODIFIED MDL LINK. (Entered: 11/09/2023)",Attachment 3,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0144-003. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0145-001,JPML-145,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Best Health Group, LLC. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0145-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0146-001,JPML-146,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Centro Medico Salinas, Inc. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. ADDED CORPORATE PARENT. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0146-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0147-001,JPML-147,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent CVS Health Corporation for Caremark Puerto Rico, L.L.C., CaremarkPCS Health, LLC. (Attachments: # 1 Other Disclosure Statement, # 2 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Mainigi, Enu) (Entered: 11/09/2023)",Attachment 1,Other Disclosure Statement,LOCALLY_SUPPLIED,0147-001. (11-09-2023) Other Disclosure Statement.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0147-002,JPML-147,2,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent CVS Health Corporation for Caremark Puerto Rico, L.L.C., CaremarkPCS Health, LLC. (Attachments: # 1 Other Disclosure Statement, # 2 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Mainigi, Enu) (Entered: 11/09/2023)",Attachment 2,Proof of Service,LOCALLY_SUPPLIED,0147-002. (11-09-2023) (Proof of Service).pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0148-001,JPML-148,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for East Best Health, LLC. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. ADDED CORPORATE PARENT. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0148-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0149-001,JPML-149,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for G.M.D.C. Inc. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. ADDED CORPORATE PARENT. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0149-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0150-001,JPML-150,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Grupo Medico de Cayey LLC. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0150-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0151-001,JPML-151,1,2023-11-09,"NOTICE OF APPEARANCE FOR CTO-5 re: pldg. ( 137 in MDL No. 3080, 2 in PR/3:23-cv-01515) Filed by Enu Mainigi on behalf of Defendants Caremark Puerto Rico, L.L.C., CaremarkPCS Health, LLC (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Mainigi, Enu) (Entered: 11/09/2023)",Attachment 1,Proof of Service,LOCALLY_SUPPLIED,0151-001. (11-09-2023) (Proof of Service).pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0152-001,JPML-152,1,2023-11-09,"DUPLICATE FILING. SEE PLEADING 145 in MDL No. 3080 CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Best Health Group, LLC. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0152-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0153-001,JPML-153,1,2023-11-09,"DUPLICATE FILING. SEE PLEADING 146 in MDL No. 3080 CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Centro Medico Salinas, Inc.. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0153-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0154-001,JPML-154,1,2023-11-09,"DUPLICATE FILING. SEE PLEADING 148 in MDL No. 3080 CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for East Best Health, LLC. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0154-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0155-001,JPML-155,1,2023-11-09,"DUPLICATE FILING. SEE PLEADING 149 in MDL No. 3080 CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080, 4 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for G.M.D.C. Inc.. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/13/2023 (TF). ADDED MDL LINK. (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023,LOCALLY_SUPPLIED,0155-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11132023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0156-001,JPML-156,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080) (9 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Instituto Medico Familiar del Este Inc.. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/14/2023 (SM). ADDED MDL LINK (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023,LOCALLY_SUPPLIED,0156-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0157-001,JPML-157,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080)(9 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Instituto Medico Familiar Inc.. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/14/2023 (SM). ADDED MDL LINK (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023,LOCALLY_SUPPLIED,0157-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
JPMLLOC-0158-001,JPML-158,1,2023-11-09,"CORPORATE DISCLOSURE STATEMENT re: pldg. ( 139 in MDL No. 3080)(9 in PR/3:23-cv-01515) -- Identifying Corporate Parent No Parent Corp. for Integrity Medical Group, Corp.. (Attachments: # 1 Proof of Service) Associated Cases: MDL No. 3080, PR/3:23-cv-01515 (Burge, Jason) Modified on 11/14/2023 (SM). ADDED MDL LINK (Entered: 11/09/2023)",Attachment 1,Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023,LOCALLY_SUPPLIED,0158-001. (11-09-2023) (Proof of Service) Associated Cases- MDL No. 3080_ PR3-23-cv-01515 Modified on 11142023.pdf,,,,,,,,https://www.courtlistener.com/docket/67376316/in-re-insulin-pricing-litigation/,,
